Category,Sub-Category,Micro-Category,Name,URL,Phone,Message,Email,Location,Social,Description,Other
Awesome List (Github),Govt,Contracting Guide , https://www.sba.gov/federal-contracting/contracting-guide,,,,,,,,
Awesome List (Github),Govt,Assess Your Business , https://www.sba.gov/federal-contracting/contracting-guide/assess-your-business,,,,,,,,
Awesome List (Github),Govt,Basic Requirements , https://www.sba.gov/federal-contracting/contracting-guide/basic-requirements,,,,,,,,
Awesome List (Github),Govt,How to Win Contracts , https://www.sba.gov/federal-contracting/contracting-guide/how-win-contracts,,,,,,,,
Awesome List (Github),Govt,Types of Contracts , https://www.sba.gov/federal-contracting/contracting-guide/types-contracts,,,,,,,,
Awesome List (Github),Govt,Size Standards , https://www.sba.gov/federal-contracting/contracting-guide/size-standards,,,,,,,,
Awesome List (Github),Govt,Governing Rules & Responsibilities , https://www.sba.gov/federal-contracting/contracting-guide/governing-rules-responsibilities,,,,,,,,
Awesome List (Github),Govt,Prime & Subcontracting , https://www.sba.gov/federal-contracting/contracting-guide/prime-subcontracting,,,,,,,,
Awesome List (Github),Govt,Contracting Assistance Programs , https://www.sba.gov/federal-contracting/contracting-assistance-programs,,,,,,,,
Awesome List (Github),Govt,Small Disadvantaged Business , https://www.sba.gov/federal-contracting/contracting-assistance-programs/small-disadvantaged-business,,,,,,,,
Awesome List (Github),Govt,Women-Owned Small Business Federal Contract Program , https://www.sba.gov/federal-contracting/contracting-assistance-programs/women-owned-small-business-federal-contract-program,,,,,,,,
Awesome List (Github),Govt,Veteran Contracting Assistance Programs , https://www.sba.gov/federal-contracting/contracting-assistance-programs/veteran-contracting-assistance-programs,,,,,,,,
Awesome List (Github),Govt,Business Development Program , https://www.sba.gov/federal-contracting/contracting-assistance-programs/8a-business-development-program,,,,,,,,
Awesome List (Github),Govt,SBA Mentor Protege Program , https://www.sba.gov/federal-contracting/contracting-assistance-programs/sba-mentor-protege-program,,,,,,,,
Awesome List (Github),Govt,Joint Ventures , https://www.sba.gov/federal-contracting/contracting-assistance-programs/joint-ventures,,,,,,,,
Awesome List (Github),Govt,Management Technical Assistance Program , https://www.sba.gov/federal-contracting/contracting-assistance-programs/7j-management-technical-assistance-program,,,,,,,,
Awesome List (Github),Govt,HUBZone Program , https://www.sba.gov/federal-contracting/contracting-assistance-programs/hubzone-program,,,,,,,,
Awesome List (Github),Govt,Natural Resource Sales Assistance Program , https://www.sba.gov/federal-contracting/contracting-assistance-programs/natural-resource-sales-assistance-program,,,,,,,,
Awesome List (Github),Govt,Counseling Help , https://www.sba.gov/federal-contracting/counseling-help,,,,,,,,
Awesome List (Github),Govt,Contracting Area Directors , https://www.sba.gov/federal-contracting/counseling-help/contracting-area-directors,,,,,,,,
Awesome List (Github),Govt,Procurement Center Representative Directory , https://www.sba.gov/federal-contracting/counseling-help/procurement-center-representative-directory,,,,,,,,
Awesome List (Github),Govt,Commercial Market Representatives , https://www.sba.gov/federal-contracting/counseling-help/commercial-market-representatives,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Defense Entrepreneurs Forum data,DEF Project on Innovation in National Security , https://natsec.io/data,,,,,,,,
Awesome List (Github),Defense Entrepreneurs Forum data,natsec.io/data , https://natsec.io/data,,,,,,,,
Awesome List (Github),Defense Entrepreneurs Forum data,natsec.io/graph , https://natsec.io/graph,,,,,,,,
Awesome List (Github),Defense Entrepreneurs Forum data,natsec.io/map , https://natsec.io/map,,,,,,,,
Awesome List (Github),Defense Entrepreneurs Forum data,docs.natsec.io/about/story , https://docs.natsec.io/about/story,,,,,,,,
Awesome List (Github),Defense Entrepreneurs Forum data,Direct link to data , https://docs.google.com/spreadsheets/d/1dj9LztlbBCB7BPCNpTHd8ko_Uz1pcLQDjTOfEYJH6Ik/edit#gid=1780929379,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Govt-related github repos,government.github.com , https://government.github.com,,,,,,,,
Awesome List (Github),Govt-related github repos,github.com/tmcw/awesome-geojson , https://github.com/tmcw/awesome-geojson,,,,,,,,
Awesome List (Github),Govt-related github repos,USDS repositories , https://github.com/orgs/usds/repositories?q=&type=all&language=&sort=stargazers,,,,,,,,
Awesome List (Github),Govt-related github repos,Innovations Explorer Documentation , https://github.com/sethsch/innovations-explorer/blob/main/Documentation.md,,,,,,,,
Awesome List (Github),Govt-related github repos,DotGov Data , https://github.com/cisagov/dotgov-data,,,,,,,,
Awesome List (Github),Govt-related github repos,Open Government Research Exchange - Centre for Public Impact , https://govlab.github.io/open-government-research-exchange/06f3d760c368d5994a9ab3af2d84501e-centre-for-public-impact.html,,,,,,,,
Awesome List (Github),Govt-related github repos,Open Government Research Exchange - Categories , https://govlab.github.io/open-government-research-exchange/categories.html,,,,,,,,
Awesome List (Github),Govt-related github repos,Open Government Research Exchange - Open Data for Development , https://govlab.github.io/open-government-research-exchange/e16436d4289fdb656af7dd352c241fc5-open-data-for-development.html,,,,,,,,
Awesome List (Github),Govt-related github repos,Open Government Research Exchange - SBIR Search , https://govlab.github.io/open-government-research-exchange/search.html?s=sbir,,,,,,,,
Awesome List (Github),Govt-related github repos,Department of Defense , https://github.com/deptofdefense,,,,,,,,
Awesome List (Github),Govt-related github repos,In information retrieval , tf–idf , TFIDF , or TFIDF , short for term frequency–inverse document frequency , is a numerical statistic that is intended to reflect how important a word is to a document in a collection or corpus , https://github.com/BrooksIan/SBIR_TFIDF_KMeans,,,
Awesome List (Github),Govt-related github repos,18F , the government's own internal consultants on small business innovation (their github) , https://github.com/18F,,,,,,,
Awesome List (Github),Govt-related github repos,18F Development Guide , https://github.com/18F/development-guide,,,,,,,,
Awesome List (Github),Govt-related github repos,United States , https://github.com/unitedstates - A shared commons of data and tools for the United States. Made by the public , used by the public.,,,,,,,
Awesome List (Github),Govt-related github repos,GSA DigitalGov , https://github.com/GSA/digitalgov.gov,,,,,,,,
Awesome List (Github),Govt-related github repos,GSA Repositories , https://github.com/orgs/GSA/repositories,,,,,,,,
Awesome List (Github),Govt-related github repos,GSA Data , https://github.com/GSA/data,,,,,,,,
Awesome List (Github),Govt-related github repos,CFPB , https://github.com/cfpb,,,,,,,,
Awesome List (Github),Govt-related github repos,Free Programming Books , https://github.com/EbookFoundation/free-programming-books/blob/main/books/free-programming-books-langs.md,,,,,,,,
Awesome List (Github),Govt-related github repos,DoD at DEFCON , https://github.com/deptofdefense/dds-at-DEFCON,,,,,,,,
Awesome List (Github),Govt-related github repos,SBIR Dashboard , https://bhabishya-neupane.shinyapps.io/SBIR-Dashboard,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),The Gov Lab,The Gov Lab assets , https://thegovlab.org/our-sites.html,,,,,,,,
Awesome List (Github),The Gov Lab,datacollaboratives.org , https://datacollaboratives.org,,,,,,,,
Awesome List (Github),The Gov Lab,crowd.law , https://crowd.law,,,,,,,,
Awesome List (Github),The Gov Lab,congress.crowd.law , https://congress.crowd.law,,,,,,,,
Awesome List (Github),The Gov Lab,smartercrowdsourcing.org , https://smartercrowdsourcing.org,,,,,,,,
Awesome List (Github),The Gov Lab,odimpact.org , https://odimpact.org,,,,,,,,
Awesome List (Github),The Gov Lab,thelivinglib.org , https://thelivinglib.org,,,,,,,,
Awesome List (Github),The Gov Lab,smarterstate.org , https://smarterstate.org,,,,,,,,
Awesome List (Github),The Gov Lab,publicentrepreneur.org , https://publicentrepreneur.org,,,,,,,,
Awesome List (Github),The Gov Lab,sppd.thegovlab.org , https://sppd.thegovlab.org,,,,,,,,
Awesome List (Github),The Gov Lab,Data Stewards Network , https://medium.com/data-stewards-network,,,,,,,,
Awesome List (Github),The Gov Lab,blockchan.ge , https://blockchan.ge,,,,,,,,
Awesome List (Github),The Gov Lab,data4covid19.org , https://data4covid19.org,,,,,,,,
Awesome List (Github),The Gov Lab,thedataassembly.org , https://thedataassembly.org,,,,,,,,
Awesome List (Github),The Gov Lab,the100questions.org , https://the100questions.org,,,,,,,,
Awesome List (Github),The Gov Lab,data4migration.org , https://data4migration.org,,,,,,,,
Awesome List (Github),The Gov Lab,rd4c.org , https://rd4c.org,,,,,,,,
Awesome List (Github),The Gov Lab,opendata500.com , https://opendata500.com,,,,,,,,
Awesome List (Github),The Gov Lab,peopleledinnovation.org , https://peopleledinnovation.org,,,,,,,,
Awesome List (Github),The Gov Lab,govlabacademy.org , https://govlabacademy.org,,,,,,,,
Awesome List (Github),The Gov Lab,opendatapolicylab.org , https://opendatapolicylab.org,,,,,,,,
Awesome List (Github),The Gov Lab,contractsfordatacollaboration.org , https://contractsfordatacollaboration.org,,,,,,,,
Awesome List (Github),The Gov Lab,ailocalism.org , https://ailocalism.org,,,,,,,,
Awesome List (Github),The Gov Lab,Open Data Policy Lab Course , https://course.opendatapolicylab.org,,,,,,,,
Awesome List (Github),The Gov Lab,GovLab Academy Vimeo , https://vimeo.com/502746886,,,,,,,,
Awesome List (Github),The Gov Lab,Executive Education GovLab Academy , https://execed.govlabacademy.org,,,,,,,,
Awesome List (Github),The Gov Lab,Executive Education GovLab Academy - Governance Innovation , https://execed.govlabacademy.org/governance-innovation,,,,,,,,
Awesome List (Github),The Gov Lab,solvingpublicproblems.org , https://solvingpublicproblems.org,,,,,,,,
Awesome List (Github),The Gov Lab,Virtual Communities GovLab , https://virtual-communities.thegovlab.org,,,,,,,,
Awesome List (Github),The Gov Lab,Open Data Policy Lab - Data Reuse Strategy Syllabus , https://opendatapolicylab.org/academy/data-reuse-strategy/syllabus-2021,,,,,,,,
Awesome List (Github),The Gov Lab,Open Justice - edX , https://edx.org/course/open-justice,,,,,,,,
Awesome List (Github),The Gov Lab,Justicia Abierta - edX , https://edx.org/course/justicia-abierta,,,,,,,,
Awesome List (Github),The Gov Lab,Civic Changemakers - TransparencIT , https://transparencit.com/civic-changemakers,,,,,,,,
Awesome List (Github),The Gov Lab,International Network on Digital Self-Determination , https://idsd.network,,,,,,,,
Awesome List (Github),The Gov Lab,thegovlab.org , https://thegovlab.org,,,,,,,,
Awesome List (Github),The Gov Lab,thegovlab.org/community , https://thegovlab.org/community.html,,,,,,,,
Awesome List (Github),The Gov Lab,thegovlab.org/project/project-open-data-demand , https://thegovlab.org/project/project-open-data-demand,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),non-govt resources,thelivinglib.org , https://thelivinglib.org,,,,,,,,
Awesome List (Github),non-govt resources,American Council for Technology and Industry Advisory Council , https://actiac.org,,,,,,,,
Awesome List (Github),non-govt resources,Open Knowledge Foundation , https://okfn.org/tools,,,,,,,,
Awesome List (Github),non-govt resources,Opening Governance Projects , https://opening-governance.org/projects.html,,,,,,,,
Awesome List (Github),non-govt resources,Nesta , the UK's innovation agency for social good , https://nesta.org.uk,,,,,,,
Awesome List (Github),non-govt resources,Association of Procurement Technical Assistance Centers , https://aptac-us.org,,,,,,,,
Awesome List (Github),non-govt resources,SBIR Dashboard (unofficial tool) , https://bhabishya-neupane.shinyapps.io/SBIR-Dashboard,,,,,,,,
Awesome List (Github),non-govt resources,Innovations Explorer , https://sethsch.github.io/innovations-explorer/app/index.html,,,,,,,,
Awesome List (Github),non-govt resources,United States IO , https://theunitedstates.io,,,,,,,,
Awesome List (Github),non-govt resources,GovernmentCIO Media , https://governmentciomedia.com,,,,,,,,
Awesome List (Github),non-govt resources,Accela Resources , https://accela.com/resources,,,,,,,,
Awesome List (Github),non-govt resources,Open States , https://openstates.org,,,,,,,,
Awesome List (Github),non-govt resources,GovWin , https://govwin.com,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),prompt-engineering,Awesome ChatGPT Prompts , https://github.com/f/awesome-chatgpt-prompts,,,,,,,,
Awesome List (Github),prompt-engineering,Prompt Engineering Guide , https://github.com/dair-ai/Prompt-Engineering-Guide,,,,,,,,
Awesome List (Github),prompt-engineering,Prompt Source , https://github.com/bigscience-workshop/promptsource,,,,,,,,
Awesome List (Github),prompt-engineering,GitHub AI Topic , https://github.com/topics/ai,,,,,,,,
Awesome List (Github),prompt-engineering,GitHub Deep Learning Topic , https://github.com/topics/deep-learning,,,,,,,,
Awesome List (Github),prompt-engineering,GitHub NLP Topic , https://github.com/topics/nlp,,,,,,,,
Awesome List (Github),prompt-engineering,GitHub ChatGPT Topic , https://github.com/topics/chatgpt,,,,,,,,
Awesome List (Github),prompt-engineering,ChatGPT Advanced , https://github.com/interstellard/chatgpt-advanced,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Hackathons,LabLab AI Events , https://lablab.ai/event,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),AI social media follows,Aadit Shrestha , https://twitter.com/aaditsh,,,,,,,,
Awesome List (Github),AI social media follows,Ethan Mollick , https://twitter.com/emollick,,,,,,,,
Awesome List (Github),AI social media follows,Rowan Cheung , https://twitter.com/rowancheung,,,,,,,,
Awesome List (Github),AI social media follows,Run Great Classes , https://twitter.com/RunGreatClasses,,,,,,,,
Awesome List (Github),AI social media follows,Barsee , https://twitter.com/heyBarsee,,,,,,,,
Awesome List (Github),AI social media follows,Bucco Capital , https://twitter.com/buccocapital,,,,,,,,
Awesome List (Github),AI social media follows,The Rundown AI , https://twitter.com/therundownai,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),a student's project on sbir sttr,SBIR STTR Guide Video 1 , https://youtu.be/3MZ9G9CMWUI,,,,,,,,
Awesome List (Github),a student's project on sbir sttr,SBIR STTR Guide Video 2 , https://youtube.com/watch?v=MYlw3J0FYE4&list=PLG3lylzOg8Fhj_tENfX6JgD1eAfZGGbrd,,,,,,,,
Awesome List (Github),a student's project on sbir sttr,SBIR STTR Guide Video 3 , https://youtube.com/watch?v=ReHWRi-Gt4g,,,,,,,,
Awesome List (Github),a student's project on sbir sttr,SBIR STTR Guide Video 4 , https://youtube.com/watch?v=i0W89IyyFqA,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Corporate research tools,ZoomInfo , https://zoominfo.com,,,,,,,,
Awesome List (Github),Corporate research tools,People Data Labs , https://peopledatalabs.com,,,,,,,,
Awesome List (Github),Corporate research tools,Dun & Bradstreet , https://dnb.com,,,,,,,,
Awesome List (Github),Corporate research tools,PitchBook , https://pitchbook.com,,,,,,,,
Awesome List (Github),Corporate research tools,Handshake , https://joinhandshake.com,,,,,,,,
Awesome List (Github),Corporate research tools,Open Corporates , https://opencorporates.com,,,,,,,,
Awesome List (Github),Corporate research tools,Crunchbase , https://crunchbase.com,,,,,,,,
Awesome List (Github),Corporate research tools,People Looker , https://peoplelooker.com,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Market Research and Lead Generation,Open Government Research Exchange , https://govlab.github.io/open-government-research-exchange/authors.html,,,,,,,,
Awesome List (Github),Market Research and Lead Generation,OSINT Framework , https://osintframework.com,,,,,,,,
Awesome List (Github),Market Research and Lead Generation,MetaOSINT Chart , https://metaosint.github.io/chart,,,,,,,,
Awesome List (Github),Market Research and Lead Generation,MetaOSINT Table , https://metaosint.github.io/table,,,,,,,,
Awesome List (Github),Market Research and Lead Generation,Michael Bazzell's Books on Amazon , https://www.amazon.com/stores/Michael-Bazzell/author/B007GNUI92?ref=ap_rdr&store_ref=ap_rdr&isDramIntegrated=true&shoppingPortalEnabled=true,,,,,,,,
Awesome List (Github),Market Research and Lead Generation,Awesome OSINT , https://github.com/jivoi/awesome-osint,,,,,,,,
Awesome List (Github),Market Research and Lead Generation,GitHub OSINT Topic , https://github.com/topics/osint,,,,,,,,
Awesome List (Github),Market Research and Lead Generation,GitHub GitHub-OSINT Topic , https://github.com/topics/github-osint,,,,,,,,
Awesome List (Github),Market Research and Lead Generation,GitHub Awesome Topic , https://github.com/topics/awesome,,,,,,,,
Awesome List (Github),Market Research and Lead Generation,Every Politician , https://everypolitician.org,,,,,,,,
Awesome List (Github),Market Research and Lead Generation,Every Politician Docs , https://docs.everypolitician.org,,,,,,,,
Awesome List (Github),Market Research and Lead Generation,LinkedIn Dorks , https://github.com/krlabs/linkedin-dorks,,,,,,,,
Awesome List (Github),Market Research and Lead Generation,EmailGen , https://github.com/navisecdelta/EmailGen,,,,,,,,
Awesome List (Github),Market Research and Lead Generation,LinkedIn Scraper , https://github.com/joeyism/linkedin_scraper,,,,,,,,
Awesome List (Github),Market Research and Lead Generation,LinkedIn2Username , https://github.com/initstring/linkedin2username,,,,,,,,
Awesome List (Github),Market Research and Lead Generation,CrossLinked , https://github.com/m8sec/CrossLinked,,,,,,,,
Awesome List (Github),Market Research and Lead Generation,Raven , https://github.com/0x09AL/raven,,,,,,,,
Awesome List (Github),Market Research and Lead Generation,SocialPwned , https://github.com/MrTuxx/SocialPwned,,,,,,,,
Awesome List (Github),Market Research and Lead Generation,iKy , https://github.com/kennbroorg/iKy,,,,,,,,
Awesome List (Github),Market Research and Lead Generation,ScrapedIn , https://github.com/linkedtales/scrapedin,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Outsourcing,TopTal Talent , https://toptal.com/z9QRMTr/worlds-top-talent,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,GitHub Dorks , https://github.com/techgaun/github-dorks,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,Gitem , https://github.com/mschwager/gitem,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,Code.mil , https://github.com/Code-dot-mil/code.mil,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,Code.mil Website , https://code.mil,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,Open Government Research Exchange , https://govlab.github.io/open-government-research-exchange/search.html?s=sbir,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,AllUSGov , https://github.com/CivicActions/allusgov,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,The U.S. Web Design System , https://github.com/uswds/uswds,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,GSA Data , https://github.com/GSA/data,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,Gov FOSS Playbook , https://github.com/CivicActions/gov-foss-playbook,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,FH Public API , https://open.gsa.gov/api/fh-public-api,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,Federal Register API , https://federalregister.gov/developers/documentation/api/v1#/Agencies,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,USA Agency Index , https://usa.gov/agency-index,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,OPM Open Government Data , https://opm.gov/about-us/open-government/Data/Apps/Agencies,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,Dotgov Data , https://github.com/cisagov/dotgov-data,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,Govinfo , https://govinfo.gov,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,USASpending API , https://api.usaspending.gov,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,Gov-Wide Code , https://github.com/digital-analytics-program/gov-wide-code,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,DAP Guide , https://digital.gov/guides/dap,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,Frictionless Data , https://frictionlessdata.io/projects/#software-and-standards,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,DataHub Tools , https://datahub.io/tools,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,SES Key Words , https://github.com/adam-grandt-tts/ses-key-words,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,GitHub Open Data Collections , https://github.com/collections/open-data,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,USA Government Analytics , https://analytics.usa.gov,,,,,,,,
Awesome List (Github),Meta tools for small business innovation,18F Government Analytics , https://github.com/18F/analytics.usa.gov,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Awesome List (Github),Related Awesome Lists,Awesome ChatGPT Prompts , https://github.com/f/awesome-chatgpt-prompts,,,,,,,,
Awesome List (Github),Related Awesome Lists,Awesome CheatSheets , https://github.com/LeCoupa/awesome-cheatsheets,,,,,,,,
Awesome List (Github),Related Awesome Lists,Awesome Data Science , https://github.com/academic/awesome-datascience,,,,,,,,
Awesome List (Github),Related Awesome Lists,Awesome Lists Top , https://awesomelists.top,,,,,,,,
Awesome List (Github),Related Awesome Lists,Awesome Public Datasets , https://github.com/awesomedata/awesome-public-datasets,,,,,,,,
Awesome List (Github),Related Awesome Lists,Awesome Remote Job , https://github.com/lukasz-madon/awesome-remote-job,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-ai-in-finance,https://github.com/georgezouq/awesome-ai-in-finance,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-artificial-intelligence,https://github.com/owainlewis/awesome-artificial-intelligence,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-awesome,https://github.com/emijrp/awesome-awesome,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-cheatsheet,https://github.com/detailyang/awesome-cheatsheet,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-CLI,https://github.com/umutphp/awesome-cli,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-communication,https://github.com/okhosting/awesome-communication,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-complexity,https://github.com/sellisd/awesome-complexity,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-courses,https://github.com/prakhar1989/awesome-courses,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-data-valuation,https://github.com/daviddao/awesome-data-valuation,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-design,https://github.com/gztchan/awesome-design,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-developer-first,https://github.com/agamm/awesome-developer-first,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-devrel,https://github.com/devrelcollective/awesome-devrel,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-devsecops,https://github.com/TaptuIT/awesome-devsecops,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-earth-system-ml,https://github.com/blutjens/awesome-earth-system-ml,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-engineering-team-management,https://github.com/kdeldycke/awesome-engineering-team-management,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-geojson,https://github.com/tmcw/awesome-geojson,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-geojson,https://github.com/JJediny/awesome-geojson,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-github-profile-readme,https://github.com/abhisheknaiidu/awesome-github-profile-readme,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-gpt4,https://github.com/radi-cho/awesome-gpt4,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-ideation-tools,https://github.com/zazaalaza/awesome-ideation-tools,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-job-boards,https://github.com/tramcar/awesome-job-boards,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-LaTeX,https://github.com/egeerardyn/awesome-LaTeX,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-leading-and-managing,https://github.com/LappleApple/awesome-leading-and-managing,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-marine-hacking,https://github.com/hackforthesea/awesome-marine-hacking,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-open-company,https://github.com/opencompany/awesome-open-company,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-osint,https://github.com/jivoi/awesome-osint,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-osint,https://github.com/tracelabs/awesome-osint,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-podcasts,https://github.com/ghosh/awesome-podcasts,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-productivity,https://github.com/jyguyomarch/awesome-productivity,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-reversing,https://github.com/tylerha97/awesome-reversing,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-rust,https://github.com/rust-unofficial/awesome-rust,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-scientific-writing,https://github.com/writing-resources/awesome-scientific-writing,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-social-engineering,https://github.com/giuliacassara/awesome-social-engineering,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-startup,https://github.com/KrishMunot/awesome-startup,,,,,,,,
Awesome List (Github),Related Awesome Lists,awesome-theoretical-computer-science,https://github.com/mostafatouny/awesome-theoretical-computer-science,,,,,,,,
Awesome List (Github),Related Awesome Lists,best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,,,,,,,,
Awesome List (Github),Related Awesome Lists,Digital Bunker Awesome , https://awesome.digitalbunker.dev,,,,,,,,
Awesome List (Github),Related Awesome Lists,github-cheat-sheet ,https://github.com/tiimgreen/github-cheat-sheet,,,,,,,,
Awesome List (Github),Related Awesome Lists,lists,https://github.com/jnv/lists,,,,,,,,
Awesome List (Github),Related Awesome Lists,nerd-fonts ,https://github.com/ryanoasis/nerd-fonts,,,,,,,,
Awesome List (Github),Related Awesome Lists,Sindre Sorhus' Awesome List , https://github.com/sindresorhus/awesome,,,,,,,,
Awesome List (Github),Related Awesome Lists,StumbleUponAwesome,https://github.com/basharovV/StumbleUponAwesome,,,,,,,,
Awesome List (Github),Related Awesome Lists,the-book-of-secret-knowledge ,https://github.com/trimstray/the-book-of-secret-knowledge,,,,,,,,
Awesome List (Github),Related Awesome Lists,Track Awesome List , https://trackawesomelist.com,,,,,,,,
Awesome List (Github),Related Awesome Lists,trackawesomelist,https://github.com/trackawesomelist/trackawesomelist,,,,,,,,
